"ID","category","country","description","price","rating","region","title","varietal","vintage"
"81288","White","France","The wine comes from a small strip of a half acre in the center of this famed grand cru, part of the Olivier Leflaive family domaine. It is laden with toast flavors from the wood fermentation as well as intense fruit, green plums and crisp apples which are given extra richness by apricots. Concentrated and densely textured the wine will develop so well. Drink from 2022.","710",95,"Burgundy","Olivier Leflaive 2014  Chevalier-Montrachet","Chardonnay","2014"
"81289","Red","US","What a powerfully lovely, lilting and blockbuster of a wine this is. Seamless in baked rhubarb and a velvety texture it never stops impressing, allowing for nuanced explosions of black cherry and Asian spice to coat the palate and become more complex the longer each sip lingers. Deliciously drinkable now, the wine will take on additional wow factor over time.","65",95,"California","Dehlinger 2013 Champ de Mars Pinot Noir (Russian River Valley)","Pinot Noir","2013"
"81290","Red","US","Out of the gate this wine reveals quite savory aromas of stems, fire pit, soot, black olive and light flowers. The flavors are intense and tightly wound, showing a lot of structure along with elegance. It's a flat out stunner, showing grace and power as well as a hyper-extended finish.","105",95,"Washington","Cayuse 2013 Bionic Frog Syrah (Walla Walla Valley (WA))","Syrah","2013"
"81291","White","US","This is a decidedly beautiful wine, a carefully crafted offering of Tahitian vanilla bean, caramelized apple and juicy peach that is integrated and buoyant in acidity. It continues to open and shine in the glass, getting better as it travels along the palate, with a lush finish of preserved lemon that just sings.","70",95,"California","Lynmar 2014 Old Vines Chardonnay (Russian River Valley)","Chardonnay","2014"
"81292","Red","France","This Grand Cru is the smallest in the village of Morey Saint-Denis, located north of the village. This wine, produced from a tiny parcel, is immensely concentrated while also having the generous fruits that are typical of the village. It is full of juicy black fruits, fine tannins and a dark, firm aftertaste. Drink from 2023.","330",95,"Burgundy","Maison Roche de Bellene 2014  Clos Saint-Denis","Pinot Noir","2014"
"81293","Red","France","Produced from two parcels totaling 2.8 acres, this is a properly powerful wine. It has a concentrated texture and firm tannins. They are balanced with the black fruits and strongly mineral texture of this impressive wine. Like any wine of this quality, this needs to age for a considerable period. Drink from 2024.","240",95,"Burgundy","Domaines Devillard 2014 Domaine des Perdrix  (Echézeaux)","Pinot Noir","2014"
"81294","Red","US","The aromas are perfumed and expressive, with notes of crushed flowers, brown stems, black olive, sea salt, smoked meat and funk. The flavors are dense and intense, but still with a silky feel. It's a classic example of this producer, with a finish that just won't quit.","80",95,"Washington","Cayuse 2013 Cailloux Vineyard Syrah (Walla Walla Valley (WA))","Syrah","2013"
"81295","Red","France","Produced from less than half an acre of the Grand Cru vineyard, the wine has power and dark concentration. It is a rich wine with black fruit and solid tannins that promise long-term aging. The wood aging has given the wine an even richer character, bringing out spice and licorice flavors. The wine should not be drunk before 2023.","330",95,"Burgundy","Maison Roche de Bellene 2014  Echézeaux","Pinot Noir","2014"
"81296","White","France","Produced from biodynamically grown grapes (as are all the Olivier Leflaive family grand and premier crus), this is a gorgeous, opulent wine. It has richness and great intensity as well as fine acidity and crisp apple fruits. Toast and vanilla come from the wood aging. The wine is so generous and packed with fruit as well as a strong mineral texture. Drink from 2022.","569",95,"Burgundy","Olivier Leflaive 2014  Bâtard-Montrachet","Chardonnay","2014"
"81297","White","France","Named after the ruined abbey which the vineyard surrounds, this is a smooth, generous and beautifully opulent wine. The vines, owned by the Leflaive family, give a bold, spicy wine, rich in white stone fruits, intense acidity and a firm mineral texture. There is just enough toasty flavor to give the wine extra complexity. Drink this impressive wine from 2021.","113",95,"Burgundy","Olivier Leflaive 2014 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet)","Chardonnay","2014"
"81298","Red","US","While this wine's Mount Eden sister bottling may better stand the test of time, the Domaine Eden is what most people will most like to drink right now, and it's cheaper too. Aromas of dried violets, uncrushed boysenberries and pencil lead make for an ethereal nose that seems to hold secrets one must uncover. Precise tannins on the palate offer floral yet savory flavors of black sesame, nori, violet and mulberry. It's mellow yet mysterious.","35",95,"California","Domaine Eden 2013 Pinot Noir (Santa Cruz Mountains)","Pinot Noir","2013"
"81299","Red","US","Hearty plum, deep rose petal, earthy juniper, a touch of charcoal and crushed graphite aromas show strongly on the nose of this bottling from a tiny block in this historic vineyard. The palate packs an awesome combination of tension, energy and power, like a clenched fist in a silk glove, with tangy olallieberry fruit and a menthol character that carries deep into the finish.","62",95,"California","Foxen 2014 Block 8 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","2014"
"81300","Red","US","This wine opens with aromas of earthy funk, steak tartare, potpourri, pepper and earth, showing outrageously minerality. The flavors are dense and textured, leaning hard into the savory with abundant flower and fire pit notes that linger effortlessly. It's a very cerebral wine but with no shortage of hedonism.","120",95,"Washington","Horsepower 2013 Sur Echalas Vineyard Syrah (Walla Walla Valley (WA))","Syrah","2013"
"81301","Red","France","While the color of this wine is light, the intensity and the structure are not. It comes from 30-year-old vines, planted densely that gives the wine huge concentration. It is firm full of tannins that lie over the ripe fruit. As it develops, this wine will be sumptuous, ripe and impressive. Wait until 2023.","142",95,"Burgundy","Maison Roche de Bellene 2014  Corton","Pinot Noir","2014"
"81302","White","France","The match for the red wine under the same name, this wine comes from organically grown vines in the village of Champtin. It is rich, full of white currant as well as crisp apple. The tight texture and intense minerality mark it out as a wine to age, while its elegance underlines its fine future. Drink from 2018.","73",95,"Loire Valley","Pascal Jolivet 2014 Sauvage  (Sancerre)","Sauvignon Blanc","2014"
"81303","Red","US","Fresh and tart wild cherry and crushed cranberry meet with intriguing touches of fennel frond, mustard, rose hips, potpourri and tons of garrigue on the nose of this bottling. The palate packs vibrancy into each sip, redolent with flavors of tomato leaf, cherry tomato, kalamata olive, underripe raspberry, anise, bay leaf and even earthy mugwort. It conveys an extreme sense of place.","48",95,"California","Foxen 2014 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","2014"
"81304","Red","France","Produced from a parcel of less than a third of an acre, this wine comes from 30-year-old vines. It is properly dark and dense, with great tannins and rich black fruits. The 18 months in wood show in the spice and the complex texture. This serious wine will age for many years. Drink from 2024.","330",96,"Burgundy","Maison Roche de Bellene 2014  Charmes-Chambertin","Pinot Noir","2014"
"81305","Red","US","This wine is aromatically brooding but precise, with notes of umami, black olive, smoked ham, crushed violets, funk and peat. The flavors are hefty and concentrated—with notes of fire pit and wet stone—while showing earth-shaking depth and intensity. The finish stretches out as long as you care to count. This is a complete knee buckler.","120",96,"Washington","Horsepower 2013 The Tribe Vineyard Syrah (Walla Walla Valley (WA))","Syrah","2013"
"81306","White","US","It's hard to overstate how deliciously irresistible this wine is, a celebration of the variety that makes a statement of greatness from the first sip to the last. Golden-hued minerality is the star and pillar of support, a worthy dance partner to the twirls of lacy lemon pith, fully expressive tangerine, grapefruit and stone. Lively and complex, it showcases beauty in a glass.","70",97,"California","Lynmar 2014 La Sereinité Chardonnay (Russian River Valley)","Chardonnay","2014"
"81307","White","France","This wine comes from the vineyard that sits at the pinnacle of Chardonnay in Burgundy. It is majestic and opulent, a powerful wine full of deeply concentrated fruit as well as the ineffable acidity of the vintage. It is structured, tensely mineral and demands long aging. Drink this beautiful wine from 2023.","886",97,"Burgundy","Olivier Leflaive 2014  Montrachet","Chardonnay","2014"
"81308","Red","US","The mighty Insignia shows a vibrancy of purpose and craft in this, its 40th vintage, combining 88% Cabernet Sauvignon, 5% Petit Verdot, 3% Merlot, 3% Malbec and 1% Cabernet Franc. Together they find a higher calling of perfumed violet, dark plum and berry along with graphite and an edginess of dried herb. Firm, structured tannins show tremendous potential for aging and decanting. This is a near-perfect effort from a blockbuster vintage.","250",98,"California","Joseph Phelps 2013 Insignia 40th Vintage Estate Grown Red (Napa Valley)","Bordeaux-style Red Blend","2013"
